id,date_created,current_status,status_history,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
6708,03/22/2022,Analyzed by lab,"['Created 03/22/2022 Mercy Health Tiffin Hospital', 'Received 03/23/2022 Tiffin Police Department', 'Received 03/23/2022 BCI Bowling Green', 'Received 06/01/2022 Tiffin Police Department']",Created 03/22/2022 Mercy Health Tiffin Hospital,Received 03/23/2022 Tiffin Police Department,Received 03/23/2022 BCI Bowling Green,Received 06/01/2022 Tiffin Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,01/26/2022,Analyzed by lab,"['Created 01/26/2022 Mercy Health Tiffin Hospital', 'Received 01/26/2022 Tiffin Police Department', 'Received 01/31/2022 BCI Bowling Green', 'Received 04/13/2022 Tiffin Police Department']",Created 01/26/2022 Mercy Health Tiffin Hospital,Received 01/26/2022 Tiffin Police Department,Received 01/31/2022 BCI Bowling Green,Received 04/13/2022 Tiffin Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,08/13/2021,Analyzed by lab,"['Created 08/13/2021 Mercy Health Tiffin Hospital', ""Received 08/13/2021 Seneca County Sheriff's Office"", 'Received 10/07/2021 BCI Bowling Green', ""Received 02/16/2022 Seneca County Sheriff's Office""]",Created 08/13/2021 Mercy Health Tiffin Hospital,Received 08/13/2021 Seneca County Sheriff's Office,Received 10/07/2021 BCI Bowling Green,Received 02/16/2022 Seneca County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712,08/09/2022,Evidence collected (not received by law enforcement),['Created 08/09/2022 Southeastern Ohio Regional Medical Center'],Created 08/09/2022 Southeastern Ohio Regional Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,04/08/2022,Analyzed by lab,"['Created 04/08/2022 Southeastern Ohio Regional Medical Center', ""Received 04/11/2022 Guernsey County Sheriff's Office"", 'Received 04/11/2022 Ohio State Highway Patrol - Cambridge District', 'Received 04/13/2022 BCI London', 'Received 06/24/2022 Ohio State Highway Patrol - Cambridge District']",Created 04/08/2022 Southeastern Ohio Regional Medical Center,Received 04/11/2022 Guernsey County Sheriff's Office,Received 04/11/2022 Ohio State Highway Patrol - Cambridge District,Received 04/13/2022 BCI London,Received 06/24/2022 Ohio State Highway Patrol - Cambridge District,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,04/16/2022,Analyzed by lab,"['Created 04/16/2022 Southeastern Ohio Regional Medical Center', 'Received 04/16/2022 Cambridge Police Department', 'Received 05/12/2022 BCI London', 'Received 07/28/2022 Cambridge Police Department']",Created 04/16/2022 Southeastern Ohio Regional Medical Center,Received 04/16/2022 Cambridge Police Department,Received 05/12/2022 BCI London,Received 07/28/2022 Cambridge Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,02/19/2022,Analyzed by lab,"['Created 02/19/2022 Southeastern Ohio Regional Medical Center', ""Received 02/24/2022 Guernsey County Sheriff's Office"", 'Received 03/01/2022 BCI London', ""Received 05/03/2022 Guernsey County Sheriff's Office""]",Created 02/19/2022 Southeastern Ohio Regional Medical Center,Received 02/24/2022 Guernsey County Sheriff's Office,Received 03/01/2022 BCI London,Received 05/03/2022 Guernsey County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,07/22/2022,Evidence collected (not received by law enforcement),['Created 07/22/2022 Southeastern Ohio Regional Medical Center'],Created 07/22/2022 Southeastern Ohio Regional Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,07/11/2022,Analyzed by lab,"['Created 07/11/2022 Southeastern Ohio Regional Medical Center', ""Received 07/12/2022 Guernsey County Sheriff's Office"", 'Received 07/27/2022 BCI London', ""Received 10/05/2022 Guernsey County Sheriff's Office""]",Created 07/11/2022 Southeastern Ohio Regional Medical Center,Received 07/12/2022 Guernsey County Sheriff's Office,Received 07/27/2022 BCI London,Received 10/05/2022 Guernsey County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,04/23/2022,Analyzed by lab,"['Created 04/23/2022 Southeastern Ohio Regional Medical Center', 'Received 05/04/2022 Cambridge Police Department', 'Received 05/12/2022 BCI London', 'Received 07/28/2022 Cambridge Police Department']",Created 04/23/2022 Southeastern Ohio Regional Medical Center,Received 05/04/2022 Cambridge Police Department,Received 05/12/2022 BCI London,Received 07/28/2022 Cambridge Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,06/20/2022,Sent to lab,"['Created 06/20/2022 Southeastern Ohio Regional Medical Center', 'Received 07/09/2022 Barnesville Police Department']",Created 06/20/2022 Southeastern Ohio Regional Medical Center,Received 07/09/2022 Barnesville Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,03/01/2022,Analyzed by lab,"['Created 03/01/2022 Southeastern Ohio Regional Medical Center', 'Received 03/01/2022 Cambridge Police Department', 'Received 03/09/2022 BCI London', 'Received 05/12/2022 Cambridge Police Department']",Created 03/01/2022 Southeastern Ohio Regional Medical Center,Received 03/01/2022 Cambridge Police Department,Received 03/09/2022 BCI London,Received 05/12/2022 Cambridge Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,03/27/2022,Analyzed by lab,"['Created 03/27/2022 Southeastern Ohio Regional Medical Center', 'Received 04/07/2022 Cambridge Police Department', 'Received 05/12/2022 BCI London', 'Received 07/28/2022 Cambridge Police Department']",Created 03/27/2022 Southeastern Ohio Regional Medical Center,Received 04/07/2022 Cambridge Police Department,Received 05/12/2022 BCI London,Received 07/28/2022 Cambridge Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,11/16/2021,Analyzed by lab,"['Created 11/16/2021 Cleveland Clinic - Hillcrest Hospital', 'Received 11/17/2021 Mentor Police Department', 'Received 11/17/2021 Mentor Police Department', 'Received 11/17/2021 Lake County Crime Laboratory', 'Received 12/01/2021 Mentor Police Department']",Created 11/16/2021 Cleveland Clinic - Hillcrest Hospital,Received 11/17/2021 Mentor Police Department,Received 11/17/2021 Mentor Police Department,Received 11/17/2021 Lake County Crime Laboratory,Received 12/01/2021 Mentor Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,11/13/2021,Evidence collected (not received by law enforcement),['Created 11/13/2021 Cleveland Clinic - Hillcrest Hospital'],Created 11/13/2021 Cleveland Clinic - Hillcrest Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,03/27/2022,Analyzed by lab,"['Created 03/27/2022 Cleveland Clinic - South Pointe Hospital', 'Received 03/27/2022 Cleveland Police Department', 'Received 04/06/2022 Cuyahoga County Medical Examiner', 'Received 11/10/2022 Cleveland Police Department']",Created 03/27/2022 Cleveland Clinic - South Pointe Hospital,Received 03/27/2022 Cleveland Police Department,Received 04/06/2022 Cuyahoga County Medical Examiner,Received 11/10/2022 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,11/24/2021,Evidence collected (not received by law enforcement),['Created 11/24/2021 Cleveland Clinic - Hillcrest Hospital'],Created 11/24/2021 Cleveland Clinic - Hillcrest Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,10/31/2022,Analyzed by lab,"['Created 10/31/2022 Cleveland Clinic - Hillcrest Hospital', 'Received 10/31/2022 Cleveland Police Department', 'Received 11/03/2022 Cuyahoga County Medical Examiner', 'Received 03/03/2023 Cleveland Police Department']",Created 10/31/2022 Cleveland Clinic - Hillcrest Hospital,Received 10/31/2022 Cleveland Police Department,Received 11/03/2022 Cuyahoga County Medical Examiner,Received 03/03/2023 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,11/14/2022,Evidence collected (not received by law enforcement),['Created 11/14/2022 Cleveland Clinic - Hillcrest Hospital'],Created 11/14/2022 Cleveland Clinic - Hillcrest Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,01/09/2023,Ready to send to lab,"['Created 01/09/2023 Cleveland Clinic - Hillcrest Hospital', 'Received 01/11/2023 Highland Heights Police Department']",Created 01/09/2023 Cleveland Clinic - Hillcrest Hospital,Received 01/11/2023 Highland Heights Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,07/30/2022,Analyzed by lab,"['Created 07/30/2022 Cleveland Clinic - Lakewood', 'Received 07/30/2022 North Olmsted Police Department', 'Received 08/01/2022 Cuyahoga County Medical Examiner', 'Received 12/01/2022 North Olmsted Police Department']",Created 07/30/2022 Cleveland Clinic - Lakewood,Received 07/30/2022 North Olmsted Police Department,Received 08/01/2022 Cuyahoga County Medical Examiner,Received 12/01/2022 North Olmsted Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,08/02/2021,Removed,"['Created 08/02/2021 Cleveland Clinic - Twinsburg', 'Repurposed 06/21/2022 Ohio Attorney General']",Created 08/02/2021 Cleveland Clinic - Twinsburg,Repurposed 06/21/2022 Ohio Attorney General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733,08/08/2021,Analyzed by lab,"[""Created 08/08/2021 Dayton Children's Hospital"", 'Received 08/09/2021 Piqua Police Department', 'Received 09/09/2021 BCI London', 'Received 12/10/2021 Piqua Police Department']",Created 08/08/2021 Dayton Children's Hospital,Received 08/09/2021 Piqua Police Department,Received 09/09/2021 BCI London,Received 12/10/2021 Piqua Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,08/07/2021,Evidence collected (not received by law enforcement),"[""Created 08/07/2021 Dayton Children's Hospital""]",Created 08/07/2021 Dayton Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735,07/31/2021,Evidence collected (not received by law enforcement),"[""Created 07/31/2021 Dayton Children's Hospital""]",Created 07/31/2021 Dayton Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,07/30/2021,Analyzed by lab,"[""Created 07/30/2021 Dayton Children's Hospital"", 'Received 08/02/2021 Riverside Police Department', 'Received 08/12/2021 BCI London', 'Received 11/04/2021 Riverside Police Department']",Created 07/30/2021 Dayton Children's Hospital,Received 08/02/2021 Riverside Police Department,Received 08/12/2021 BCI London,Received 11/04/2021 Riverside Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737,07/28/2021,Analyzed by lab,"[""Created 07/28/2021 Dayton Children's Hospital"", 'Received 07/28/2021 Trotwood Police Department', 'Received 08/03/2021 BCI London', 'Received 08/03/2021 BCI London', 'Received 10/19/2021 Trotwood Police Department']",Created 07/28/2021 Dayton Children's Hospital,Received 07/28/2021 Trotwood Police Department,Received 08/03/2021 BCI London,Received 08/03/2021 BCI London,Received 10/19/2021 Trotwood Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738,07/29/2021,Analyzed by lab,"[""Created 07/29/2021 Dayton Children's Hospital"", 'Received 08/02/2021 Moraine Police Department', 'Received 08/03/2021 BCI London', 'Received 11/09/2021 Moraine Police Department']",Created 07/29/2021 Dayton Children's Hospital,Received 08/02/2021 Moraine Police Department,Received 08/03/2021 BCI London,Received 11/09/2021 Moraine Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6739,08/10/2021,Evidence collected (not received by law enforcement),"[""Created 08/10/2021 Dayton Children's Hospital""]",Created 08/10/2021 Dayton Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740,08/12/2021,Analyzed by lab,"[""Created 08/12/2021 Dayton Children's Hospital"", ""Received 08/16/2021 Montgomery County Sheriff's Office"", 'Received 08/17/2021 Miami Valley Regional Crime Lab', ""Received 08/31/2021 Montgomery County Sheriff's Office""]",Created 08/12/2021 Dayton Children's Hospital,Received 08/16/2021 Montgomery County Sheriff's Office,Received 08/17/2021 Miami Valley Regional Crime Lab,Received 08/31/2021 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741,02/27/2022,Ready to send to lab,"[""Created 02/27/2022 Dayton Children's Hospital"", 'Received 03/08/2022 Sidney Police Department']",Created 02/27/2022 Dayton Children's Hospital,Received 03/08/2022 Sidney Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742,06/07/2022,Analyzed by lab,"['Created 06/07/2022 OhioHealth Marion Hospital', 'Received 06/09/2022 Galion Police Department', 'Received 06/17/2022 BCI Bowling Green', 'Received 09/28/2022 Galion Police Department']",Created 06/07/2022 OhioHealth Marion Hospital,Received 06/09/2022 Galion Police Department,Received 06/17/2022 BCI Bowling Green,Received 09/28/2022 Galion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743,01/17/2022,Analyzed by lab,"['Created 01/17/2022 OhioHealth Mansfield Hospital', 'Received 01/18/2022 Elyria Police Department', 'Received 01/28/2022 BCI Richfield', 'Received 04/08/2022 Elyria Police Department']",Created 01/17/2022 OhioHealth Mansfield Hospital,Received 01/18/2022 Elyria Police Department,Received 01/28/2022 BCI Richfield,Received 04/08/2022 Elyria Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,06/17/2022,Analyzed by lab,"['Created 06/17/2022 Avita Health System Bucyrus Hospital', 'Received 06/17/2022 Bucyrus Police Department', 'Received 07/14/2022 BCI London', 'Received 08/26/2022 Bucyrus Police Department']",Created 06/17/2022 Avita Health System Bucyrus Hospital,Received 06/17/2022 Bucyrus Police Department,Received 07/14/2022 BCI London,Received 08/26/2022 Bucyrus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745,01/18/2022,Ready to send to lab,"['Created 01/18/2022 OhioHealth Mansfield Hospital', 'Received 02/09/2022 Ohio State Highway Patrol - Bucyrus District']",Created 01/18/2022 OhioHealth Mansfield Hospital,Received 02/09/2022 Ohio State Highway Patrol - Bucyrus District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746,06/06/2022,Analyzed by lab,"['Created 06/06/2022 OhioHealth Marion Hospital', 'Received 06/06/2022 Marion Police Department', 'Received 06/29/2022 BCI Bowling Green', 'Received 09/13/2022 Marion Police Department']",Created 06/06/2022 OhioHealth Marion Hospital,Received 06/06/2022 Marion Police Department,Received 06/29/2022 BCI Bowling Green,Received 09/13/2022 Marion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747,03/21/2022,Analyzed by lab,"['Created 03/21/2022 OhioHealth Marion Hospital', 'Received 03/22/2022 The Ohio State University Police Division', 'Received 03/22/2022 BCI London', 'Received 05/19/2022 The Ohio State University Police Division']",Created 03/21/2022 OhioHealth Marion Hospital,Received 03/22/2022 The Ohio State University Police Division,Received 03/22/2022 BCI London,Received 05/19/2022 The Ohio State University Police Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748,01/20/2022,Analyzed by lab,"['Created 01/20/2022 OhioHealth Marion Hospital', ""Received 01/21/2022 Hardin County Sheriff's Office"", 'Received 05/04/2022 BCI Bowling Green']",Created 01/20/2022 OhioHealth Marion Hospital,Received 01/21/2022 Hardin County Sheriff's Office,Received 05/04/2022 BCI Bowling Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749,04/30/2022,Analyzed by lab,"['Created 04/30/2022 OhioHealth Marion Hospital', 'Received 05/02/2022 Marion Police Department', 'Received 05/04/2022 BCI Bowling Green', 'Received 06/29/2022 Marion Police Department']",Created 04/30/2022 OhioHealth Marion Hospital,Received 05/02/2022 Marion Police Department,Received 05/04/2022 BCI Bowling Green,Received 06/29/2022 Marion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,06/01/2022,Analyzed by lab,"['Created 06/01/2022 OhioHealth Marion Hospital', 'Received 06/02/2022 Marion Police Department', 'Received 06/29/2022 BCI Bowling Green']",Created 06/01/2022 OhioHealth Marion Hospital,Received 06/02/2022 Marion Police Department,Received 06/29/2022 BCI Bowling Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,07/16/2021,Analyzed by lab,"['Created 07/16/2021 OhioHealth Marion Hospital', 'Received 07/16/2021 Marion Police Department', 'Received 08/06/2021 BCI Bowling Green', 'Received 11/05/2021 Marion Police Department']",Created 07/16/2021 OhioHealth Marion Hospital,Received 07/16/2021 Marion Police Department,Received 08/06/2021 BCI Bowling Green,Received 11/05/2021 Marion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752,07/30/2021,Analyzed by lab,"[""Created 07/30/2021 Nationwide Children's Hospital"", 'Received 08/09/2021 Columbus Police Department', 'Received 08/09/2021 Columbus Police Department', 'Received 08/09/2021 Columbus Police Crime Laboratory', 'Received 08/09/2021 Columbus Police Crime Laboratory', 'Received 06/16/2022 Columbus Police Department']",Created 07/30/2021 Nationwide Children's Hospital,Received 08/09/2021 Columbus Police Department,Received 08/09/2021 Columbus Police Department,Received 08/09/2021 Columbus Police Crime Laboratory,Received 08/09/2021 Columbus Police Crime Laboratory,Received 06/16/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,
6753,07/28/2021,Analyzed by lab,"[""Created 07/28/2021 Nationwide Children's Hospital"", 'Received 07/28/2021 Columbus Police Department', 'Received 07/30/2021 Columbus Police Crime Laboratory', 'Received 04/27/2022 Columbus Police Department']",Created 07/28/2021 Nationwide Children's Hospital,Received 07/28/2021 Columbus Police Department,Received 07/30/2021 Columbus Police Crime Laboratory,Received 04/27/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,07/23/2021,Analyzed by lab,"[""Created 07/23/2021 Nationwide Children's Hospital"", ""Received 08/09/2021 Franklin County Sheriff's Office"", 'Received 08/09/2021 BCI London', ""Received 11/01/2021 Franklin County Sheriff's Office""]",Created 07/23/2021 Nationwide Children's Hospital,Received 08/09/2021 Franklin County Sheriff's Office,Received 08/09/2021 BCI London,Received 11/01/2021 Franklin County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755,07/26/2021,Ready to send to lab,"[""Created 07/26/2021 Nationwide Children's Hospital"", ""Received 07/30/2021 Union County Sheriff's Office""]",Created 07/26/2021 Nationwide Children's Hospital,Received 07/30/2021 Union County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756,07/23/2021,Analyzed by lab,"[""Created 07/23/2021 Nationwide Children's Hospital"", 'Received 07/24/2021 Columbus Police Department', 'Received 07/24/2021 Columbus Police Department', 'Received 07/24/2021 Columbus Police Department', 'Received 07/24/2021 Columbus Police Department', 'Received 07/28/2021 Columbus Police Crime Laboratory', 'Received 04/27/2022 Columbus Police Department']",Created 07/23/2021 Nationwide Children's Hospital,Received 07/24/2021 Columbus Police Department,Received 07/24/2021 Columbus Police Department,Received 07/24/2021 Columbus Police Department,Received 07/24/2021 Columbus Police Department,Received 07/28/2021 Columbus Police Crime Laboratory,Received 04/27/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,
6757,07/21/2021,Analyzed by lab,"[""Created 07/21/2021 Nationwide Children's Hospital"", 'Received 08/08/2021 Columbus Police Department', 'Received 08/09/2021 Columbus Police Crime Laboratory', 'Received 08/15/2022 Columbus Police Department']",Created 07/21/2021 Nationwide Children's Hospital,Received 08/08/2021 Columbus Police Department,Received 08/09/2021 Columbus Police Crime Laboratory,Received 08/15/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758,07/15/2021,Analyzed by lab,"[""Created 07/15/2021 Nationwide Children's Hospital"", 'Received 07/22/2021 Zanesville Police Department', 'Received 08/19/2021 BCI London', 'Received 08/19/2021 BCI London', 'Received 10/29/2021 Zanesville Police Department']",Created 07/15/2021 Nationwide Children's Hospital,Received 07/22/2021 Zanesville Police Department,Received 08/19/2021 BCI London,Received 08/19/2021 BCI London,Received 10/29/2021 Zanesville Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6759,07/14/2021,Analyzed by lab,"[""Created 07/14/2021 Nationwide Children's Hospital"", 'Received 07/16/2021 Newark Police Department', 'Received 07/23/2021 BCI London', 'Received 10/05/2021 Newark Police Department']",Created 07/14/2021 Nationwide Children's Hospital,Received 07/16/2021 Newark Police Department,Received 07/23/2021 BCI London,Received 10/05/2021 Newark Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760,07/14/2021,Analyzed by lab,"[""Created 07/14/2021 Nationwide Children's Hospital"", 'Received 07/16/2021 Newark Police Department', 'Received 07/23/2021 BCI London', 'Received 10/05/2021 Newark Police Department']",Created 07/14/2021 Nationwide Children's Hospital,Received 07/16/2021 Newark Police Department,Received 07/23/2021 BCI London,Received 10/05/2021 Newark Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6761,07/22/2021,Destroyed,"[""Created 07/22/2021 Nationwide Children's Hospital"", 'Destroyed 09/09/2021 Out Of State']",Created 07/22/2021 Nationwide Children's Hospital,Destroyed 09/09/2021 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,09/26/2021,Analyzed by lab,"[""Created 09/26/2021 Nationwide Children's Hospital"", ""Received 09/29/2021 Jackson County Sheriff's Office"", 'Received 11/04/2021 BCI Athens', ""Received 08/29/2022 Jackson County Sheriff's Office""]",Created 09/26/2021 Nationwide Children's Hospital,Received 09/29/2021 Jackson County Sheriff's Office,Received 11/04/2021 BCI Athens,Received 08/29/2022 Jackson County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,10/15/2021,Evidence collected (not received by law enforcement),"[""Created 10/15/2021 Nationwide Children's Hospital""]",Created 10/15/2021 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6764,09/22/2021,Analyzed by lab,"[""Created 09/22/2021 Nationwide Children's Hospital"", 'Received 11/24/2021 Reynoldsburg Police Department', 'Received 12/01/2021 BCI London', 'Received 01/19/2022 Reynoldsburg Police Department']",Created 09/22/2021 Nationwide Children's Hospital,Received 11/24/2021 Reynoldsburg Police Department,Received 12/01/2021 BCI London,Received 01/19/2022 Reynoldsburg Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,10/20/2021,Analyzed by lab,"[""Created 10/20/2021 Nationwide Children's Hospital"", 'Received 10/20/2021 Powell Police Department', 'Received 11/01/2021 BCI London']",Created 10/20/2021 Nationwide Children's Hospital,Received 10/20/2021 Powell Police Department,Received 11/01/2021 BCI London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766,10/22/2021,Analyzed by lab,"[""Created 10/22/2021 Nationwide Children's Hospital"", ""Received 11/01/2021 Franklin County Sheriff's Office"", 'Received 11/04/2021 BCI London', ""Received 01/21/2022 Franklin County Sheriff's Office""]",Created 10/22/2021 Nationwide Children's Hospital,Received 11/01/2021 Franklin County Sheriff's Office,Received 11/04/2021 BCI London,Received 01/21/2022 Franklin County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6767,10/23/2021,Analyzed by lab,"[""Created 10/23/2021 Nationwide Children's Hospital"", 'Received 10/26/2021 Zanesville Police Department', 'Received 10/29/2021 BCI London', 'Received 01/14/2022 Zanesville Police Department']",Created 10/23/2021 Nationwide Children's Hospital,Received 10/26/2021 Zanesville Police Department,Received 10/29/2021 BCI London,Received 01/14/2022 Zanesville Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768,10/23/2021,Requires law enforcement data,"[""Created 10/23/2021 Nationwide Children's Hospital"", ""Received 12/30/2021 Morgan County Sheriff's Office""]",Created 10/23/2021 Nationwide Children's Hospital,Received 12/30/2021 Morgan County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769,09/20/2021,Analyzed by lab,"[""Created 09/20/2021 Nationwide Children's Hospital"", ""Received 09/24/2021 Pickaway County Sheriff's Office"", 'Received 09/29/2021 BCI London']",Created 09/20/2021 Nationwide Children's Hospital,Received 09/24/2021 Pickaway County Sheriff's Office,Received 09/29/2021 BCI London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770,09/30/2021,Analyzed by lab,"[""Created 09/30/2021 Nationwide Children's Hospital"", ""Received 10/21/2021 Vinton County Sheriff's Office"", 'Received 01/24/2022 BCI Athens']",Created 09/30/2021 Nationwide Children's Hospital,Received 10/21/2021 Vinton County Sheriff's Office,Received 01/24/2022 BCI Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772,11/28/2021,Analyzed by lab,"['Created 11/28/2021 Trihealth Good Samaritan', 'Received 12/01/2021 Cincinnati Police Department', 'Received 12/07/2021 BCI London', 'Received 02/01/2022 Cincinnati Police Department']",Created 11/28/2021 Trihealth Good Samaritan,Received 12/01/2021 Cincinnati Police Department,Received 12/07/2021 BCI London,Received 02/01/2022 Cincinnati Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,09/08/2021,Analyzed by lab,"['Created 09/08/2021 Trihealth Good Samaritan', 'Received 09/14/2021 Cincinnati Police Department', 'Received 09/14/2021 BCI London', 'Received 11/16/2021 Cincinnati Police Department']",Created 09/08/2021 Trihealth Good Samaritan,Received 09/14/2021 Cincinnati Police Department,Received 09/14/2021 BCI London,Received 11/16/2021 Cincinnati Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6774,02/27/2022,Evidence collected (not received by law enforcement),['Created 02/27/2022 Trihealth Bethesda Butler Hospital'],Created 02/27/2022 Trihealth Bethesda Butler Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6775,01/10/2022,Evidence collected (not received by law enforcement),['Created 01/10/2022 TriHealth Arrow Springs'],Created 01/10/2022 TriHealth Arrow Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6776,10/24/2021,Analyzed by lab,"['Created 10/24/2021 Trihealth McCullough Hyde Memorial Hospital', 'Received 10/24/2021 Oxford Police Department', 'Received 11/01/2021 BCI London', 'Received 01/26/2022 Oxford Police Department']",Created 10/24/2021 Trihealth McCullough Hyde Memorial Hospital,Received 10/24/2021 Oxford Police Department,Received 11/01/2021 BCI London,Received 01/26/2022 Oxford Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6777,03/24/2022,Evidence collected (not received by law enforcement),['Created 03/24/2022 Trihealth Good Samaritan'],Created 03/24/2022 Trihealth Good Samaritan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6778,08/05/2021,Evidence collected (not received by law enforcement),['Created 08/05/2021 Trihealth Bethesda Butler Hospital'],Created 08/05/2021 Trihealth Bethesda Butler Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,08/29/2021,Evidence collected (not received by law enforcement),"['Created 08/29/2021 Trihealth McCullough Hyde Memorial Hospital', 'Received 09/02/2021 Miami University Police Department', 'Received 09/16/2021 BCI London', 'Received 12/06/2021 Miami University Police Department']",Created 08/29/2021 Trihealth McCullough Hyde Memorial Hospital,Received 09/02/2021 Miami University Police Department,Received 09/16/2021 BCI London,Received 12/06/2021 Miami University Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,08/02/2021,Analyzed by lab,"['Created 08/02/2021 Trihealth Bethesda North Hospital', 'Received 08/03/2021 Blue Ash Police Department', ""Received 08/06/2021 Hamilton County Coroner's Office"", 'Received 04/06/2022 Blue Ash Police Department']",Created 08/02/2021 Trihealth Bethesda North Hospital,Received 08/03/2021 Blue Ash Police Department,Received 08/06/2021 Hamilton County Coroner's Office,Received 04/06/2022 Blue Ash Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
